ano,mes,dia,hora,convidado,onde,
2016,11,9,15:00,Cerimônia de lançamento do Cartão Reforma,Palácio do Planalto,
2016,11,9,17:00,Humberto Mota - Presidente e Chairman da Dufry do Brasil,Palácio do Planalto,
2016,11,10,11:00,Grupo de investidores da Royal Dutch Shell,Palácio do Planalto,
2016,11,10,14:00,Reunião do Conselho Nacional de Ciência e Tecnologia,Palácio do Planalto,
2016,11,10,16:00,Anúncio dos projetos aprovados do Programa Institutos Nacionais de Ciência e Tecnologia,Palácio do Planalto,
2016,11,11,14:30,"Rogério Rosso, líder do PSD",Palácio do Planalto,
2016,11,11,15:00,Grace Maria Fernandes Mendonça - Advogada-Geral da União,Palácio do Planalto,
2016,11,11,16:40,"Henrique Meirelles, ministro de Estado da Fazenda e Dyogo Oliveira, ministro de Estado do Planejamento, Desenvolvimento e Gestão",Palácio do Planalto,
2016,11,14,10:00,Despachos internos,,
2016,11,16,10:00,Bancada do Espírito Santo no Congresso Nacional,Palácio do Planalto,
2016,11,16,11:30,Senador Elmano Férrer (PTB/PI),Palácio do Planalto,
2016,11,16,12:00,"Ricardo Vieira Coutinho, Governador do Estado da Paraíba/PB e Senador Raimundo Lira (PMDB/PB)",Palácio do Planalto,
2016,11,16,15:00,Reunião Ministerial do Cone Sul sobre Segurança nas Fronteiras,Palácio Itamaraty,
2016,11,16,15:30,Senador Acir Gurgacz (PDT/RO),Palácio do Planalto,
2016,11,16,16:00,Senador Otto Alencar (PSD/BA),Palácio do Planalto,
2016,11,16,17:00,Luis Alberto Moreno - Presidente do Banco Interamericano de Desenvolvimento – BID,Palácio do Planalto,
2016,11,16,17:30,Senador Vicentinho Alves (PR/TO),Palácio do Planalto,
2016,11,16,19:00,Pedro de Andrade Faria - Presidente Global da BRF S.A.,Palácio do Planalto,
2016,11,16,20:00,Jantar com a base aliada no Senado,Palácio da Alvorada,
2016,11,17,09:45,"Ronaldo Nogueira, Ministro do Trabalho",Palácio do Planalto,
2016,11,17,15:00,"Raul Jungmann, Ministro da Defesa e Comandantes da Marinha, Exército e Aeronáutica",Palácio do Planalto,
2016,11,18,10:00,"Torquato Jardim, Ministro da Transparência, Fiscalização e Controladoria-Geral da União",Palácio do Planalto,
2016,11,18,10:30,Despacho interno,Palácio do Planalto,
2016,11,18,11:00,"Eduardo Guardia, secretário executivo do MF e Ana Paula Vescovi, Secretária do Tesouro Nacional",Palácio do Planalto,
2016,11,18,12:00,Deputado Alfredo Kaefer (PSL / PR),Palácio do Planalto,
2016,11,21,09:30,Reunião do CDES - Conselho de Desenvolvimento Econômico Social,Palácio do Planalto,
2016,11,21,12:50,"Ana Botín, Presidente Mundial do Grupo Santander",Palácio do Planalto,
2016,11,21,13:00,Almoço com o Conselho de Desenvolvimento Econômico e Social - CDES,Palácio da Alvorada,
2016,11,21,15:30,"Blairo Maggi, Ministro de Estado da Agricultura, Pecuária e Abastecimento e Monique Eloit, Diretora-Geral da Organização Mundial da Saúde Animal - OIE",Palácio do Planalto,
2016,11,22,10:00,"Confúcio Moura, governador do estado de Rondônia e senadores Valdir Raupp (PMDB/RO) e Pastor Valadares (PDT/RO)",Palácio do Planalto,
2016,11,22,14:30,Reunião com Governadores,Palácio do Planalto,
2016,11,23,12:00,"Cerimônia de posse do ministro da Cultura, Deputado Roberto Freire",Palácio do Planalto,
2016,11,23,12:30,Helder Barbalho - Ministro de Estado da Integração Nacional,Palácio do Planalto,
2016,11,23,13:00,Mendonça Filho - Ministro de Estado da Educação,Palácio do Planalto,
2016,11,23,15:00,Ministro Emmanoel Pereira - vice-presidente do Tribunal Superior do Trabalho (TST),Palácio do Planalto,
2016,11,23,15:30,"Deputado Marco Feliciano, líder do PSC/SP",Palácio do Planalto,
2016,11,23,16:00,Senador Roberto Rocha (PSB/SP),Palácio do Planalto,
2016,11,23,16:30,Deputado Celso Maldaner (PMDB/SC) e empresários de Santa Catarina,Palácio do Planalto,
2016,11,23,17:00,Inauguração da nova sede do Instituto Serzedello Corrêa – Escola Superior do TCU,"Setor de Clubes Esportivos Sul – Trecho 3, Lote 3 - Brasília/DF",
2016,11,23,18:30,Eliseu Padilha - ministro-chefe da Casa Civil,Palácio do Planalto,
2016,11,24,10:00,Cerimônia de Apresentação do Novo Cartão Construcard,Palácio do Planalto,
2016,11,24,16:30,Seminário Comemorativo dos 75 anos da Justiça do Trabalho e 70 anos do TST,TST – Plenário Min,
2016,11,25,10:00,Despachos internos,,
2016,11,25,13:30,Almoço com PSDB,,
2016,11,27,12:00,Presidente Michel Temer concede entrevista coletiva à imprensa,Palácio do Planalto,
2016,11,27,16:30,Cerimônia de abertura do Congresso da Diáspora Libanesa da América Latina,"Palácio dos Bandeirantes, Avenida Morumbi, 4500 – Auditório “Ulysses Guimarães” – São Paulo/SP",
2016,11,28,16:00,Reunião com Líderes da Base aliada no Senado Federal,Palácio do Planalto,
2016,11,28,19:00,Projeto Brasil Futuro 2ª Edição,Hotel Royal Tulip – Brasília/DF,
2016,11,29,09:30,Cerimônia de entrega do Prêmio Mérito Brasil de Governança e Gestão Pública,Auditório Ministro Pereira Lira do Edifício-Sede do TCU - Brasília/DF,
2016,11,29,11:30,"Steve St. Angelo, CEO América Latina e Chairman Toyota do Brasil",Palácio do Planalto,
2016,11,29,12:30,"Ministra Cármen Lúcia, Presidente do Supremo Tribunal Federal -  STF",Palácio do Planalto,
2016,11,29,15:00,"Helder Barbalho, Ministro da Integração Nacional e Senadores da  República",Palácio do Planalto,
2016,11,29,17:00,Cerimônia de Sanção da Lei que Flexibiliza a Operação e Novos Investimentos na Província Petrolífera do Pré-Sal,Palácio do Planalto,
2016,11,30,10:00,Despachos internos,,
2016,11,30,15:00,Lyle Watters - Presidente da Ford Motor Company para América do Sul,Palácio do Planalto,
2016,11,30,16:30,Senador Romero Jucá (PMDB/RR) - líder do governo,Palácio do Planalto,
2016,11,30,17:00,"Kurt Bock, Presidente Mundial da BASF",Palácio do Planalto,
2016,11,30,19:50,"Senador Omar Aziz (PSD/AM), Líder do PSD no Senado e Deputado Pauderney Avelino (DEM/AM), Líder do DEM na Câmara dos Deputados",Palácio do Planalto,
2016,12,1,10:00,"Andreas Renschler, CEO mundial da Holding de Caminhões e Ônibus do Grupo Volkswagen e Roberto Cortês, presidente e CEO da MAN Latin America",Palácio do Planalto,
2016,12,1,10:30,"Reunião com os governadores dos estados de Santa Catarina, Distrito Federal, Goiás, Pará, Rio de Janeiro e Piauí",Palácio do Planalto,
2016,12,1,17:30,“Brazil Opportunities Conference 2016”,Hotel Grand Hyatt – São Paulo/SP,
2016,12,2,09:30,"Participa do Dia Nacional de Combate ao Mosquito Transmissor da Dengue, Zika e Chikungunya","CENAD – Setor Policial Sul, Edifício Ensipam, Área 5, Quadra 3, Bloco K, Térreo – Brasília/DF",
2016,12,2,12:00,"Marcos Pereira - ministro de Estado da Indústria, Comércio Exterior e Serviços",Palácio do Planalto,
2016,12,2,14:00,Henrique Meirelles - Ministro de Estado da Fazenda,Palácio do Planalto,
2016,12,3,05:00,Partida para Chapecó/SC,Base Aérea de Brasília,
2016,12,3,08:00,Cerimônia de Honras Fúnebres em homenagem às vítimas do acidente com avião que transportava a Delegação da Associação Chapecoense de Futebol e jornalistas,Aeroporto de Chapecó/SC,
2016,12,5,17:00,Reunião com Líderes da Base Aliada na Câmara e no Senado,Palácio do Planalto,
2016,12,5,19:00,Reunião com Centrais Sindicais,Palácio do Planalto,
2016,12,6,09:00,Encontro com Conselho Nacional do SESI,Palácio do Planalto,
2016,12,6,11:00,Cerimônia de Assinatura de Protocolo de Intenções de Estruturação Financeira da Santa Casa de São Paulo,Palácio do Planalto,
2016,12,6,15:30,"Senador Renan Calheiros (PMDB/AL), presidente do Senado Federal e senador Romero Jucá (PMDB/RR)",Palácio do Planalto,
2016,12,6,21:00,Cerimônia de recebimento do Prêmio O Brasileiro do Ano 2016,"Citibank Hall – Avenida das Nações Unidas, 17",
2016,12,7,10:00,Solenidade de apresentação de oficiais-generais promovidos,Palácio do Planalto,
2016,12,7,14:30,"Deputado Rodrigo Maia (DEM/RJ), presidente da Câmara dos Deputados e Antônio Carlos Magalhães Neto, prefeito de Salvador/BA",Palácio do Planalto,
2016,12,7,15:30,Rui Costa - Governador da Bahia,Palácio do Planalto,
2016,12,7,16:30,"Deputado Carlos Bezerra (PMDB/MT) e Emanuel Pinheiro, prefeito eleito de Cuiabá/MT",Palácio do Planalto,
2016,12,7,17:00,"Deputado Giacobo (PR/PR), 2º vice-presidente da Câmara dos Deputados e deputado Aelton Freitas (PR/MG), líder do PR na Câmara dos Deputados",Palácio do Planalto,
2016,12,7,17:45,"Deputado Antônio Imbassahy (PSDB/BA), líder do PSDB na Câmara dos Deputados",Palácio do Planalto,
2016,12,7,18:00,"Senador Benedito de Lira (PP/AL), líder do Partido Progressista no Senado Federal e deputado Arthur Lira (PP/AL), presidente da Comissão Mista de Orçamento",Palácio do Planalto,
2016,12,7,18:30,"Senador Dário Berger (PMDB/SC), deputado estadual Gean Loureiro, prefeito eleito de Florianópolis",Palácio do Planalto,
2016,12,7,19:00,"Deputado Jovair Arantes (PTB/GO), líder do PTB na Câmara dos Deputados, Direção Nacional do Partido e Bancada dos Deputados Federais do PTB",Palácio do Planalto,
2016,12,7,20:00,Sarney Filho - Ministro de Estado do Meio Ambiente,Palácio do Planalto,
2016,12,7,20:30,"Governadores dos estados: GO, PI, RJ, BA, PB, AC, TO, DF, AL e MA",Palácio do Planalto,
2016,12,8,10:00,Deputado Nilton Capixaba (PTB/RO),Palácio do Planalto,
2016,12,8,11:30,Deputado Celso Russomanno (PRB/SP),Palácio do Planalto,
2016,12,8,12:30,"Senador Marcelo Crivella, líder do PRB,   Senador Eduardo Lopes e os deputados   Cleber Verde (PRB/MA) e Márcio Marinho (PRB/BA)",Palácio do Planalto,
2016,12,8,15:00,Susana Malcorra - Chanceler da Argentina,Palácio do Planalto,
2016,12,8,16:30,"Deputado Benjamin Maranhão (SD/PB), coordenador da Bancada e Bancada da Paraíba",Palácio do Planalto,
2016,12,9,07:00,Embarque de Brasília para Caruaru/PE,Base Aérea de Brasília,
2016,12,9,08:45,- Inspeção e Assinatura de Atos na Barragem de Jucazinho,Represa Surubim/PE,PE
2016,12,9,11:45,Visita à Estação de Bombeamento EBV-3 - Reservatório Salgueiro,Município de Floresta/PE,PE
2016,12,9,13:30,Embarque para Fortaleza/CE,Município de Floresta/PE,PE
2016,12,9,15:00,Cerimônia de Assinatura de Atos,Banco do Nordeste - Fortaleza/CE,CE
2016,12,9,16:30,Embarque para Brasília/DF,Banco do Nordeste - Fortaleza/CE,CE
2016,12,12,11:00,Alexandre de Moraes - Ministro de Estado da Justiça e Cidadania,Palácio do Planalto,
2016,12,12,11:30,Fernando Coelho Filho - Ministro de Estado de Minas e Energia,Palácio do Planalto,
2016,12,12,20:30,Receber o Prêmio Líder do Brasil 2016,Palácio dos Bandeirantes - São Paulo/SP,SP
2016,12,13,10:00,Philipp Schiemer - Presidente da Mercedez-Benz do Brasil & Head Latin America,Palácio do Planalto,
2016,12,13,12:30,"Fernando Coelho Filho, Ministro de Estado de Minas e Energia e lideranças do setor de biocombustíveis",Palácio do Planalto,
2016,12,13,15:00,Lançamento do Programa de Renovação da Frota de Ônibus do Sistema de Transporte Público do Brasil - REFROTA 17,Palácio do Planalto,
2016,12,13,16:00,"Henrique Meirelles, Ministro de Estado da Fazenda e Grace Maria Mendonça, AGU",Palácio do Planalto,
2016,12,13,17:30,Deputado Aguinaldo Ribeiro (PP/PB),Palácio do Planalto,
2016,12,13,17:45,Sarney Filho - Ministro de Estado do Meio Ambiente,Palácio do Planalto,
2016,12,13,18:30,"Marx Beltrão, Ministro de Estado do Turismo e Vinícius Lummertz, presidente da Embratur",Palácio do Planalto,
2016,12,13,19:20,"Gilberto Kassab, Ministro de Estado da Ciência, Tecnologia, Inovações e Comunicações e Deputado Marcos Montes (PSD/MG)",Palácio do Planalto,
2016,12,13,19:30,Senador Hélio José (PMDB/DF),Palácio do Planalto,
2016,12,13,19:45,Roberto Freire - Ministro de Estado da Cultura,Palácio do Planalto,
2016,12,14,10:00,Posse do Presidente e Vice-Presidente do Tribunal de Contas da União - TCU,Brasília/DF,
2016,12,14,11:30,"Governadores do Rio de Janeiro, Minas Gerais e Rio Grande do Sul",Palácio do Planalto,
2016,12,14,12:30,Claudio Luiz Lottenberg - Presidente do Conselho da Sociedade Beneficente Israelita Brasileira Albert Einstein,Palácio do Planalto,
2016,12,14,15:30,Odacir Klein - Presidente do Banco Regional de Desenvolvimento do Extremo Sul – BRDE,Palácio do Planalto,
2016,12,14,16:00,Deputada Mara Gabrilli (PSDB/SP),Palácio do Planalto,
2016,12,15,09:00,"Eliseu Padilha, Ministro-Chefe da Casa Civil da Presidência da República; Henrique Meirelles, Ministro da Fazenda e Dyogo Oliveira, Ministro interino do Planejamento, Desenvolvimento e Gestão",Palácio do Planalto,
2016,12,15,11:30,Rodrigo Janot - Procurador-Geral da República,Palácio do Planalto,
2016,12,15,16:00,"Eliseu Padilha, Ministro-Chefe da Casa Civil da Presidência da República; Henrique Meirelles, Ministro da Fazenda e Dyogo Oliveira, Ministro interino do Planejamento, Desenvolvimento e Gestão",Palácio do Planalto,
2016,12,15,16:30,Anúncio das novas medidas econômicas,Palácio do Planalto,
2016,12,15,18:30,Senador José Aníbal (PSDB/SP),Palácio do Planalto,
2016,12,15,19:00,"Senador José Agripino Maia (DEM/RN), Líder no Senado e Senador Davi Alcolumbre (DEM/AP), 2º Vice-Líder",Palácio do Planalto,
2016,12,15,19:30,Ronaldo Nogueira - Ministro de Estado do Trabalho,Palácio do Planalto,
2016,12,16,09:00,"Visita ao Centro de Comando e Controle da Polícia Rodoviária Federal, por ocasião do lançamento da Operação Rodovida 2016-2017","Centro de Comando e Controle da PRF - Setor Policial   Sul, Qd",5 – Complexo Sede PRF – Brasília/DF
2016,12,16,10:00,Delegação de empresários e investidores chilenos,Palácio do Planalto,
2016,12,16,12:00,Cerimônia de cumprimentos de fim de ano dos Oficiais-Generais,"Clube Naval de Brasília – SCES Trecho 2, Conjunto 13",
2016,12,16,16:00,Cerimônia de entrega da Ordem de Rio Branco e da Ordem do Mérito da Defesa a cidadãos colombianos e ao prefeito de Chapecó,Palácio do Planalto,
2016,12,19,10:30,Senador Aécio Neves (PSDB/MG),Palácio do Planalto,
2016,12,19,18:00,"Henrique Meirelles, ministro da Fazenda e Ilan Goldfajn, presidente do Banco Central do Brasil",Palácio do Planalto,
2016,12,20,09:45,Deputado Thiago Peixoto (PSD/GO),Palácio do Planalto,
2016,12,20,10:00,Senador Wellington Fagundes (PR/MT),Palácio do Planalto,
2016,12,20,10:20,Deputado Hugo Motta (PMDB/PB),Palácio do Planalto,
2016,12,20,10:40,Senador Roberto Rocha (fora do exercício),Palácio do Planalto,
2016,12,20,11:00,Deputado Manoel Junior (PMDB/PB),Palácio do Planalto,
2016,12,20,11:20,Deputado Ricardo Trípoli (PSDB/SP),Palácio do Planalto,
2016,12,20,11:40,Deputado Silvio Torres (PSDB/SP),Palácio do Planalto,
2016,12,20,15:00,Cerimônia de Liberação de Recursos para Ensino Técnico e Fomento às Escolas em Tempo Integral,Palácio do Planalto,
2016,12,20,16:00,Senadora Rose de Freitas (PMDB/ES),Palácio do Planalto,
2016,12,20,17:00,"Senador Eduardo Lopes (PRB/RJ) e Deputado Marcio Marinho (PRB/BA), líder do partido na Câmara",Palácio do Planalto,
2016,12,20,17:15,"Ricardo Barros, ministro da Saúde",Palácio do Planalto,
2016,12,20,18:30,"Paulo Rogério Caffarelli, Presidente do Banco do Brasil",Palácio do Planalto,
2016,12,21,08:00,Embarque para Guarulhos/SP,,
2016,12,21,10:15,"Cerimônia de entrega 420 unidades habitacionais do Residencial Mogi das Cruzes - Itapety, Ype, Manacá, Tietê e Maitaca, do Programa Minha Casa Minha Vida",Mogi das Cruzes/SP,SP
2016,12,21,12:15,Retorno a Brasília,Mogi das Cruzes/SP,SP
2016,12,22,09:00,Café da manhã com jornalistas do Comitê de Imprensa do Palácio do Planalto,Palácio da Alvorada,
2016,12,22,11:30,Cerimônia de assinatura de MP com Medidas do Programa de Manutenção e Geração de Empregos,Palácio do Planalto,
2016,12,26,10:00,Despachos internos,Palácio do Planalto,
2016,12,27,08:00,"Embarque para Maceió, AL.",,AL
2016,12,27,10:15,Cerimônia de anúncio de investimentos em ações para redução dos efeitos da seca e acesso à água.,Centro Cultural e de Exposições Ruth Cardoso,AL
2016,12,27,14:25,"Retorno a Brasília, DF.",Centro Cultural e de Exposições Ruth Cardoso,
2016,12,27,19:00,"Deputado Rodrigo Maia (DEM RJ), presidente da Câmara dos Deputados e Deputado Baleia Rosssi (PMDB SP), líder do PMDB na Câmara dos Deputados.",Palácio do Planalto,
2016,12,28,10:00,Despachos internos,,
2016,12,29,10:00,Marcio Lacerda,,
